2023-03-31 00:13:41 , udn , 【即時短評】 蔡英文與麥卡錫會晤的變數與選舉考量 , https://udn.com/news/story/123444/7068493?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:27:11 , udn , 台鐵一列401車次太魯閣列車，今天清晨從台東發車北上，5時許經過花蓮富里和東竹間，撞上闖入軌道牛隻，列車鼻頭蓋凹陷，但檢... , https://udn.com/news/story/7320/7068986?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:27:32 , udn , 加油站洗車機爆採購弊案 廠商還偷工減料 中油：證據到哪查到哪 , https://udn.com/news/story/7238/7067905?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:27:42 , udn , 中油對全台加油站提供優質服務引以爲傲，不過聯合報數位版接獲讀者爆料，在南部、東部數個加油站的前置式洗車機得標廠商疑似慣性偷工減料，包括沉砂池未依規定在開挖後施工前以混凝土10公分打底、未依規定在槽頂使用雙層鋼筋捆紮等，更曾出現同一個加油站連續兩年都招標採購前置式洗車機的情況。 , https://udn.com/news/story/7238/7067905?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:28:03 , udn , 3/31【早晨財經速解讀】 多頭大反撲 大空頭Micheal Burry認輸!贏了通膨戰 將迎衰退關？ , https://udn.com/news/story/7251/7068981?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:28:13 , udn , 美國股市周四（30日）收盤上漲，儘管聯準會官員重申對抗通膨的決心，但科技股延續近期強勁走勢，不過，銀行股走跌，限縮了美股漲勢。 , https://udn.com/news/story/7251/7068981?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:28:34 , udn , 馬國父子河邊釣魚 5歲仔突連人帶車衝落河 父捨身救兒結局悲慘 , https://udn.com/news/story/6810/7068982?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:28:44 , udn , 馬來西亞1對父子日前駕車到河邊，一心想要享受垂釣之樂。抵達河畔後，父親獨留5歲兒子在車內，自己走到河邊釣魚，不料車輛突然衝入河中，父親見狀立即跳落河救兒子，可惜的是他雖成功救起兒子，自己卻溺斃身亡。 , https://udn.com/news/story/6810/7068982?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:29:05 , udn , 蔡總統出訪增能見度 專家：台灣正在創新非官方外交 , https://udn.com/news/story/123444/7068974?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:29:15 , udn , 總統蔡英文訪中美洲友邦並過境美國，傳將會晤美國眾議院議長麥卡錫，引國際關注。法媒近日多篇報導，學者在專訪中指出台灣在國際... , https://udn.com/news/story/123444/7068974?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:29:36 , udn , 高雄水情轉橙燈 園區水車演練穩定產業用水 , https://udn.com/news/story/7238/7068984?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:29:46 , udn , 高雄水情燈號3月30日起轉為橙燈，高雄市經發局今天表示，小港臨海工業區已在30日啟動水車演練，由經發局邀台水公司與經濟部... , https://udn.com/news/story/7238/7068984?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:42:02 , udn , 德外長4月中首度出訪北京 中國戰略可望成為焦點 , https://udn.com/news/story/6809/7068911?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:42:13 , udn , 歐洲高層近日頻頻訪問中國，繼法國總統和歐盟執委會主席後，德國外交部長貝爾伯克也將在4月中出訪北京，德國正在研議的「中國戰... , https://udn.com/news/story/6809/7068911?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:42:33 , udn , 滯美3個月 巴西前總統波索納洛返抵國門 , https://udn.com/news/story/6809/7068919?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:42:44 , udn , 巴西前總統波索納洛（Jair Bolsonaro）滯留美國近3個月後，今天返抵國門。波索納洛將接受邀請，擔任自由黨名譽主... , https://udn.com/news/story/6809/7068919?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:43:14 , udn , 日媒報導，日本、澳洲等跨太平洋夥伴全面進步協定（CPTPP）成員國大致同意英國入會，成員國31日將召開部長級線上會議。英... , https://udn.com/news/story/6809/7068920?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:43:35 , udn , 台股開漲24點守住五日線 台積電開在538元 , https://udn.com/news/story/7251/7068995?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:43:45 , udn , 周四美股四大指數全數收漲，費半的盤中創下半年的新高；今（31）日台股守住五日線，上漲24.76點開在15,874.19點... , https://udn.com/news/story/7251/7068995?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:44:06 , udn , 爸姓「李」、媽姓「拜」！爺爺神邏輯幫5胞胎改名 答案笑爆網友 , https://udn.com/news/story/7335/7068976?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:44:16 , udn , 「不怕生壞命，最怕改壞名」，起名字的確是大事。大陸1對分別姓李及姓拜的夫婦育有5胞胎，他們希望將彼此姓氏都保留在孩子們的名字中，結果負責爺爺竟然用誕生順序起名，給5胞胎取了個非常有趣的名字！ , https://udn.com/news/story/7335/7068976?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:44:37 , udn , 台鐵兩天兩次撞到牛 太魯閣號車頭凹陷、行車延誤近1小時 , https://udn.com/news/story/7320/7068986?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:46:08 , udn , 馬國父子河邊釣魚 5歲兒突連人帶車衝落河 父捨身救兒結局悲慘 , https://udn.com/news/story/6810/7068982?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:47:40 , udn , 周轉失靈！衛星發射「維珍軌道」公司宣布停業 幾乎全部裁員 , https://udn.com/news/story/6811/7068983?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:47:50 , udn , 億萬富豪布蘭森（Richard Branson）持股的衛星發射公司維珍軌道（Virgin Orbit）宣布無限期中止營運... , https://udn.com/news/story/6811/7068983?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:48:02 , udn , 小心荷包！清明節連假 科技執法「開單」榜首在這 , https://udn.com/news/story/7325/7069013?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:48:12 , udn , 台中市警局烏日分局今天說， 因應清明連假，警方公布交通疏導重點，並透過烏日分局「行車流暢中心」疏導交通。高鐵台中站旅客接... , https://udn.com/news/story/7325/7069013?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:48:33 , udn , 清明連假明開跑 台中山城8區塞車地雷在這裡 , https://udn.com/news/story/7325/7069014?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:48:43 , udn , 明天是為期5天的清明連假，台中市山城8區涵蓋國道1、4號、台74快速道路，警方將於國道1號豐原交流道銜接豐原區中正路、神... , https://udn.com/news/story/7325/7069014?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:49:03 , udn , 缺蛋聲量越滾越大、限購字眼引人恐慌！當心落入缺蛋下的心理陷阱！ , https://udn.com/news/story/122475/7066812?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:49:14 , udn , 台灣受禽流感影響，雞蛋產銷供不應求之下導致蛋價上漲、民眾搶購，同時也因產銷調度出現蛋商待價而沽，造成暫時缺貨，缺蛋聲量不斷傳播、放大蛋荒現象，讓消費者陷入不理性的「交易效用偏誤」現象，導致搶購與囤貨，市場資源將更加不均。 , https://udn.com/news/story/122475/7066812?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:49:34 , udn , 與登記參選立委3議員會面傳承 蔡適應：完成世代交替 , https://udn.com/news/story/6656/7069011?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:49:45 , udn , 民進黨基隆立委蔡適應宣布不參選2024年立委連任，黨內新生代市議員張之豪、張秉鈞、鄭文婷3人完成登記，爭取提名出線。蔡適... , https://udn.com/news/story/6656/7069011?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:50:05 , udn , 父親破產後她偷表妹的橡皮擦惹暴打 成五歲的震撼教育 , https://udn.com/news/story/121484/7056158?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:50:16 , udn , 每到凌晨三點多，還在睡夢中的我，就會被磨豆漿的聲音吵醒；接下來睡睡醒醒，開始聽見各種鍋碗瓢盆碰撞、摔打麵團、擀製蛋餅皮的聲響……這些都是童年的日常。 , https://udn.com/news/story/121484/7056158?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:50:36 , udn , 追賭債他拿父親遺物AK47掃射仇家 膛炸還換槍繼續開 , https://udn.com/news/story/7315/7069009?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:50:47 , udn , 高雄楠梓區去年發生多車追逐，當街持槍掃射的案件，激戰後，現場只留一輛自撞路樹的轎車，周邊還散落子彈、彈殼逾20顆，卻不見... , https://udn.com/news/story/7315/7069009?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:51:01 , udn , 00878配息肯定會縮水…因金融股所致！專家：別糾結更要關注「這事」 , https://udn.com/news/story/123006/7068914?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:51:07 , udn , 大量即期蛋低價拋售！擔心買到壞蛋？放水中就知好壞 , https://udn.com/news/story/122475/7067498?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:51:11 , udn , 網友來訊表示，今年不少高股息的股票，像是金融股配息都明顯縮水了，這麼一來他的00878是不是也要中槍，跟著配息縮水了？ , https://udn.com/news/story/123006/7068914?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:51:18 , udn , 進口蛋開賣，社群中可見許多日前大量屯蛋的業者低價拋售，讓許多民眾憂心買到壞蛋。網路上流傳一張「將雞蛋放水中」就能知道是否新鮮的解說圖，到底該如何判斷？科技部和營養師告訴你。 , https://udn.com/news/story/122475/7067498?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:51:38 , udn , 錯失亞運金牌的沉痛體悟 天菜教練：不輕言放棄，無論夢想有多遙遠！ , https://udn.com/news/story/121721/7068994?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:51:49 , udn , 如果，你再怎麼努力，都無法在眾多好手中拿下冠軍，你還會相信，自己有一天可能奪冠嗎？8年前，輕艇國手鄭仲凱放棄了相信，也因此與拿下亞運金牌的機會擦身而過，成為他人生最大的挫敗。現在，鄭仲凱依然在體育上挺進，成為健身教練，也不吝用自身故事鼓勵他人：不輕言放棄，無論夢想有多遙遠！ , https://udn.com/news/story/121721/7068994?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:52:09 , udn , 全台最美公署變「藏金閣」黃偉哲開箱文引驚呼：酷斃了 , https://udn.com/news/story/7326/7069004?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:52:20 , udn , 台南市府前路原移民署服務站搬遷後的閒置空間，經台南市環保局發揮巧思，打造成專門陳列復古再生傢俱的「藏金閣二館」，台南市長... , https://udn.com/news/story/7326/7069004?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:52:40 , udn , 超勤加班提高至1萬9千元拍板 台南消防人員：好消息 , https://udn.com/news/story/7326/7069007?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:52:51 , udn , 台南市消防局為改善消防人員勤休制度，本年度請增180人預算員額及超勤加班費提高至1萬9000元的追加預算計3千500多萬... , https://udn.com/news/story/7326/7069007?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:57:09 , udn , 烏克蘭遭夜襲！哈爾科夫州長：至少記錄到6枚俄軍飛彈攻擊 , https://udn.com/news/story/6809/7069026?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:57:19 , udn , 烏克蘭哈爾科夫州（Kharkiv）30日深夜遭至少6枚俄羅斯飛彈襲擊，州長席尼胡波夫（Oleh Sinegubov）表示... , https://udn.com/news/story/6809/7069026?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:57:40 , udn , MLB／K破洋基隊史紀錄 柯爾賽後有冷知識要分享 , https://udn.com/news/story/6999/7069025?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:57:50 , udn , 洋基隊今天以5：0擊敗巨人隊，新球季開門紅，先發投手柯爾（Gerrit Cole）繳出6局好投之餘，還以11次三振改寫洋... , https://udn.com/news/story/6999/7069025?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:58:11 , udn , MLB／2023年第一轟就是賈吉 洋基教頭慶幸他沒出走 , https://udn.com/news/story/6999/7069027?from=udn-ch1_breaknews-1-0-news
2023-03-31 09:58:21 , udn , 大聯盟2023年球季今天開打，第一轟的主人不是別人，就是去年最「轟」狂的男人賈吉（Aaron Judge），今天在開幕戰... , https://udn.com/news/story/6999/7069027?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:00:44 , udn , 「大賣空」麥可貝瑞認錯：1月底不該叫投資人賣股 , https://udn.com/news/story/6811/7069010?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:00:54 , udn , 電影「大賣空」原型人物、Scion資產管理公司經理人貝瑞（Michael Burry）30日在推特發文說，他兩個月前要投... , https://udn.com/news/story/6811/7069010?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:05:49 , udn , 沒跟上台積電最新製程也不怕！「聯家軍」智原選對戰場EPS翻8倍 , https://udn.com/news/story/7240/7068979?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:06:00 , udn , 全台歷史最悠久的IC設計服務暨矽智財（IP）供應商智原科技，正風光迎來第30個年頭，去年，它的全年營收、EPS雙雙創下歷史新高，EPS更較疫情前翻了8倍。 , https://udn.com/news/story/7240/7068979?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:06:02 , udn , 高雄輕軌電力設備異常 C18至C24站改公車接駁上午11點恢復 , https://udn.com/news/story/7327/7069043?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:06:12 , udn , 高雄輕軌在C21A內惟藝術中心站至C21美術館站間的下行軌旁，今天（31日）上午6點30分發生電力設備異常，高雄捷運公司... , https://udn.com/news/story/7327/7069043?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:06:33 , udn , 全程罵人！大陸女子怒轟計程車司機4宗罪 車程短被罵 後續這麼做更糟 , https://udn.com/news/story/7332/7069033?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:06:43 , udn , 旅遊期間的經歷絕對會影響日後重遊的意欲，有大陸女就在「小紅書」發文，講述在香港機場搭的士不快經歷，力數的士司機4大問題，包括「不找零錢」、「全程罵人」等，給完錢還要嘲諷「這麼近，不要打車」，直斥：「簡直過分！他還以為我聽不懂。」 , https://udn.com/news/story/7332/7069033?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:07:04 , udn , 動物逃逸飼主要負擔圍捕費用 林務局四月完成修法 , https://udn.com/news/story/7266/7069039?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:07:34 , udn , 變裝戴墨鏡1個月內21處提領50多萬 台南警全力斬詐欺車手 , https://udn.com/news/story/7320/7069041?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:07:45 , udn , 44歲吳姓男子疑沉迷網路博奕積欠債務，自2月加入詐騙集團擔任車手，每次犯案均騎乘機車出門，再以變裝、戴墨鏡及步行，前往各... , https://udn.com/news/story/7320/7069041?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:08:05 , udn , 不想生就是不想生？新加坡「一補再補的育孩津貼」為何沒效 , https://udn.com/news/story/6812/7069037?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:08:16 , udn , 根據2017年一篇論文的計算，一位30歲新加坡女性要生第一胎，將他養育到21歲，需要花費大約56萬新幣（1270萬台幣），而既有的生育補助以及所得稅減免，只佔這個花費的9%。簡單來說，你如果沒有花個50萬新幣在養小孩的決心，沒有足夠的經濟誘因可以讓人想生小孩。 , https://udn.com/news/story/6812/7069037?from=udn-ch1_breaknews-1-0-news
2023-03-31 10:08:36 , udn , 販賣人口赴柬埔寨辯不慎捲入　國片「角頭」臨演李振豪再押2個月 , https://udn.com/news/story/7315/7069034?from=udn-ch1_breaknews-1-0-news
