2023-03-24 00:08:37 , udn , 王婉諭宣布參選北市大安區立委 , https://udn.com/news/story/123307/7052567?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:33:09 , udn , 現代人住宅裡都有許多家電、3C用品，在大量用電需求之下，延長線也成為了必備之物。然而延長線並非一勞永逸的產品，有劣化損毀的可能。近來日本媒體「あたらしい日日」，就參考日本配線系統工會的資料，指出延長線壽命大約只有「5年」，並分享延長線劣化的特徵，以及較好的使用方法。 , https://udn.com/news/story/122659/7051958?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:33:29 , udn , 嘉市府交通處長鄭君健涉貪...交保關鍵：侵占公務手機不到5萬元 , https://udn.com/news/story/7321/7053057?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:33:40 , udn , 嘉義市政府模範公務員、交通處長鄭君健，遭檢舉將公務手機提供家人使用，昨天廉政署南區調查組到交通處、鄭男住處搜索，帶走鄭君... , https://udn.com/news/story/7321/7053057?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:35:11 , udn , 住酒店竟然被看光光！大陸一對情侶入住杭州一家貴價酒店41樓江景房，裸體的他們打開窗簾想欣賞窗外美景，沒想到竟然見到工人正在高空清潔窗戶，全裸的2人隨即被「看光光」。2人頓時氣炸，明言若酒店無合理交代，就會告上法庭；酒店則回應，清潔時間由物業公司統一安排，因客人作息不一，無法一一通知客人何時清洗玻璃外牆，但指有在客房內擺放提醒字條，盡力提醒客戶留意。 , https://udn.com/news/story/7335/7053047?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:36:09 , udn , 不少遊戲在推出之後都會被玩家搞笑玩成「另一款遊戲」，就連3月24日要發售的《惡靈古堡4 重製版》（《Resident Evil 4》）也難躲過！該遊戲在發售前推出體驗版供玩家試玩，一名玩家試玩時發現，竟然可以把它當成「魂類」遊戲玩，引起熱議。 , https://udn.com/news/story/7088/7051810?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:38:58 , udn , 金星入金牛！接下來30天「12星座有什麼好消息」雙子財富增、天蠍有桃花 , https://udn.com/news/story/7268/7047933?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:39:09 , udn , 今年的3月17日至4月11日，金星入廟金牛，這是一個讓人感到從容舒服的位置，也是一個特別適合整理、放鬆心情的階段。當然了，此時的金星也會為我們創造出一股浪漫的輕鬆氣氛喔！未來一個月，如果你想要戀愛婚嫁、投資置業、旅行享樂、拓展人脈，都不失為好時機。接下來30天，12星座分別會遇到哪些新轉機呢？就跟著科技紫微網來看看吧。 , https://udn.com/news/story/7268/7047933?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:39:29 , udn , 影／武陵農場粉紅桃花登場 3月底至4月初最盛 , https://udn.com/news/story/7266/7053061?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:39:40 , udn , 台中市和平區櫻花季進入尾聲，春來桃花正接力盛開。武陵農場桃樹面積達5.8公頃，現值粉紅色系桃花盛開，農場預估3月下旬到4... , https://udn.com/news/story/7266/7053061?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:40:00 , udn , 6歲就當志工說故事 台東高二美少女獲優秀青年表揚 , https://udn.com/news/story/6898/7053060?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:40:11 , udn , 台東縣育仁高中二年級的沈昕蓉，6歲就跟著奶奶到圖書館當志工、說故事，成長過程積極投入志工服務、關心社會議題、為偏鄉孩子募... , https://udn.com/news/story/6898/7053060?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:40:31 , udn , 台股開盤上漲5點 台積電開盤下跌2元 , https://udn.com/news/story/7251/7053058?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:40:32 , udn , 富邦期貨：指數重回月線之上 多方略占優勢 , https://udn.com/news/story/7251/7053039?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:40:42 , udn , 台股今(24)日開盤上漲5.89點，開盤指數15,869.84點；台積電（2330）開盤下跌2元，開盤價536元。 , https://udn.com/news/story/7251/7053058?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:40:43 , udn , 周四美股銀行股再度走跌，拖累美股指數回吐早盤漲幅，隨後葉倫在提交給美國眾議院的證詞中表示，聯邦政府採取強而有力的行動確保... , https://udn.com/news/story/7251/7053039?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:42:03 , udn , 國一台南永康北上路段貨車翻覆 車陣回堵仁德超過7公里 , https://udn.com/news/story/7320/7053070?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:42:04 , udn , 法人：TIPS納入投資組合 提升抗通膨能力 , https://udn.com/news/story/7251/7053037?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:42:14 , udn , 國道1號中山高321.4公里台南永康北上路段8點多一輛貨車翻覆、占據外側車道，駕駛無恙；但因為正值上下班尖峰時間，且該路... , https://udn.com/news/story/7320/7053070?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:42:15 , udn , 未來的世界將從過去舊時代的三低(低成長、低通膨、低利率)轉變為2%的經濟成長、4%的通貨膨脹及4%的利率水準，在面對通膨... , https://udn.com/news/story/7251/7053037?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:42:34 , udn , 中華職棒台東場賽程出爐！7月連3天開打 鄉親期待 , https://udn.com/news/story/7001/7053071?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:42:45 , udn , 繼去年中華職棒比賽重回台東後，今年暑假中職再度安排3場台東賽事，將由主場的中信兄弟隊，分別迎戰統一獅及樂天桃猿隊。相關例... , https://udn.com/news/story/7001/7053071?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:43:05 , udn , 26萬11天日本奢華跳島遊 法國頂級龐洛郵輪基隆母港首發 , https://udn.com/news/story/7270/7053067?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:43:15 , udn , 疫後第一艘以基隆為母港的龐洛郵輪日麗號，今天一早在濃霧中抵達基隆港，基隆港務分公司、市政府上午9時30分將舉行歡迎會。此... , https://udn.com/news/story/7270/7053067?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:43:36 , udn , 期盼15年！國7興建案獲中央核定千億預算 訂2025年動工 , https://udn.com/news/story/7327/7053066?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:43:46 , udn , 地方企盼15年的國道7號興建案，昨天正式獲行政院核定，總經費約1357.9億元，預計民國114年動工，119年完工，分標... , https://udn.com/news/story/7327/7053066?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:44:07 , udn , QS世界大學學科排名 台灣退步幅度在亞洲僅次香港 , https://udn.com/news/story/6885/7052992?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:44:17 , udn , 英國高等教育調查機構QS指出，台灣在2023世界大學學科排名的退步幅度為亞洲第二大，僅次於香港。在台灣223個參與評鑑的... , https://udn.com/news/story/6885/7052992?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:47:58 , udn , 高雄男子開車遇警拒不開門 警查出他載通緝犯女友 , https://udn.com/news/story/7315/7053072?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:48:09 , udn , 高雄鄭姓男子開車載通緝中的女友蔡姓女子，遇警方攔查，卻拒不開車門。員警請前方車輛堵住他的去路，並即求援，他才開門受檢。員... , https://udn.com/news/story/7315/7053072?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:48:29 , udn , 研揚併捷波營收奔百億 董座莊永順：要當IPC界的大聯大 , https://udn.com/news/story/7240/7053069?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:48:40 , udn , 老牌工業電腦廠研揚科技（6579）23日宣布以10.46億元代價，取得捷波科技主導權，預計4月28日換股基準日後，研揚月... , https://udn.com/news/story/7240/7053069?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:48:42 , udn , 模擬在敵方港口引爆彈頭！北韓實地試驗「新型無人核攻擊潛艇」 , https://udn.com/news/story/6809/7053055?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:53:59 , udn , 瑞士羽賽／周天成逆轉戚又仁 林俊易遭球王震撼教育 , https://udn.com/news/story/7005/7053082?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:54:09 , udn , BWF超級300系列的瑞士羽球公開賽今天上演16強賽，我國男單一哥周天成在首輪擊敗王子維後，今天則是對上另一名我國好手戚... , https://udn.com/news/story/7005/7053082?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:54:30 , udn , MiLB／林家正主動「分手」響尾蛇 留美尋求他隊機會 , https://udn.com/news/story/7001/7053081?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:54:40 , udn , 史上第一位經由美國職棒選秀進入美職體系的台灣選手、25歲捕手林家正，今天透過官方粉絲團公布震撼消息，他已於3月22日主動... , https://udn.com/news/story/7001/7053081?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:55:01 , udn , MLB／大谷翔平回歸天使 明天去小聯盟投球備戰開幕戰 , https://udn.com/news/story/6999/7053078?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:55:11 , udn , 在世界棒球經典賽將「大谷旋風」推向另一波高峰後，大谷翔平今天回到天使春訓基地報到，他將在明天先於小聯盟登板，總教練尼文（... , https://udn.com/news/story/6999/7053078?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:55:32 , udn , 台東鳳梨釋迦即將銷陸？國台辦：非常願意協助重啟 , https://udn.com/news/story/6656/7053076?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:55:42 , udn , 台東縣政府本月22日由副縣長王志輝率產、官、學三方前往北京，昨日拜訪國台辦副主任潘賢掌、農業部、海關總署，及在陸台商等單... , https://udn.com/news/story/6656/7053076?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:56:03 , udn , 用iPhone易「路怒症」？用安卓手機不愛繫安全帶？2陣營駕駛習慣調查超驚人 , https://udn.com/news/story/7098/7052848?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:56:13 , udn , 你開車時常會「路怒症（Road Rage）」發作嗎？近日有美國調查顯示，發現使用蘋果（Apple）iPhone的車主竟然比使用安卓（Android）手機的車主還更常發生路怒症的現象，但使用Android手機的車主相較之下開車更快，也更容易闖紅燈。 , https://udn.com/news/story/7098/7052848?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:56:57 , udn , LPGA／球場收費異於常規 裙擺搖搖台灣錦標賽連4年停辦 , https://udn.com/news/story/7005/7053093?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:57:08 , udn , 裙襬搖搖LPGA台灣錦標賽在過去3年受到疫情影響停辦後，今年一度朝著復辦的方向努力，不過在今天仍是宣布由於目前台灣經LP... , https://udn.com/news/story/7005/7053093?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:57:28 , udn , 法國年改引爆民眾上街抗議！內政部長：已釀149傷、172人被捕 , https://udn.com/news/story/6809/7053089?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:57:38 , udn , 數十萬法國民眾23日再次集結走上街頭、抗議總統馬克宏（Emmanuel Macron）強行通過退休制度改革法案，包括巴黎... , https://udn.com/news/story/6809/7053089?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:57:59 , udn , 宏都拉斯邦交危機 邦交國國旗可能再少一面 , https://udn.com/news/story/123264/7053087?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:58:09 , udn , 日前宏都拉斯總統卡斯楚在推特上表達欲與中國建交意向，接著又派遣外長赴中國大陸洽商建交。我國外交部也立即召回駐宏大使回應，... , https://udn.com/news/story/123264/7053087?from=udn-ch1_breaknews-1-0-news
2023-03-24 09:58:35 , udn , 26萬11天日本奢華跳島遊 法國頂級「龐洛郵輪」基隆母港首發 , https://udn.com/news/story/7270/7053067?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:02:59 , udn , 經典賽／天使陣營看大谷vs.神鱒好緊張 總仔：他們問我支持誰 , https://udn.com/news/story/10785/7053096?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:03:09 , udn , 世界棒球經典賽在大谷翔平與楚奧特（Mike Trout）的天下第一人對決中落幕，天使隊友們也都在電視機前收看，感嘆這劇本... , https://udn.com/news/story/10785/7053096?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:04:00 , udn , 電價補貼奏效 日本通膨率從41年高點回落 , https://udn.com/news/story/6811/7053090?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:04:02 , udn , 物價漲！央行宣布升息半碼 學者：宣示打通膨的決心 , https://udn.com/news/story/7238/7053074?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:04:11 , udn , 在日銀新總裁植田和男4月初即將上任前，日本通膨率13個月來首見放緩，因政府提供的補貼遏制了電力成本。不過，剔除能源費用的... , https://udn.com/news/story/6811/7053090?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:04:12 , udn , 中央銀行昨（23）日召開今年首場理監事會，央行總裁楊金龍意外宣布升息半碼（0.125個百分點），元大寶華董事長葉銀華、中... , https://udn.com/news/story/7238/7053074?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:06:01 , udn , 鳳山綠電儲能場再度喊卡 高市經發局：將制定認定程序 , https://udn.com/news/story/7327/7053105?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:06:12 , udn , 綠電儲能場愈來愈多，高雄鳳山接連發生抗議事件，最近一起是文華里居民不滿儲能箱設置地點距離住宅區太近，議員質疑審核權在中央... , https://udn.com/news/story/7327/7053105?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:06:32 , udn , 機車龍頭戰／光陽兩面受敵 油車龍頭被三陽奪走 電車戰場則大有斬獲 , https://udn.com/news/story/7238/7053107?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:06:43 , udn , 台灣機車市場去年版圖出現不小變化，三陽大躍進，將光陽拉下過去22年穩坐的冠軍寶座，一舉成為2022年的機車龍頭。而光陽在電動機車市場上，雖還無法撼動Gogoro的地位，但市占率由3.1%大增至7.2%。三陽、Gogoro為站穩油車、電車的寶座都有新招，光陽則說要採取雙線作戰。 , https://udn.com/news/story/7238/7053107?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:07:03 , udn , 4月初因為這原因 高雄大港橋要暫停旋轉 , https://udn.com/news/story/7327/7053102?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:07:14 , udn , 高雄港大港橋橋長110公尺，橋寬5至11公尺，是台灣第一座水平旋轉橋，也是亞洲最長的跨港旋轉橋，每天下午3點橋體會開啟旋... , https://udn.com/news/story/7327/7053102?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:07:34 , udn , 彰化三鄉鎮無長照衛福大樓 一鄉喜獲捐地剩兩鄉鎮待努力 , https://udn.com/news/story/7325/7053103?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:07:45 , udn , 彰化縣永靖鄉公所獲捐一筆近435坪土地，鄉公所調閱地籍資料，赫然發現這是甲級建築用地，鄉長魏碩衛前往長期無償使用土地的應... , https://udn.com/news/story/7325/7053103?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:08:05 , udn , 高手！轎車停騎樓完美卡牆柱 眾人驚呼：要怎麼進去出來 , https://udn.com/news/story/120912/7053026?from=udn-ch1_breaknews-1-0-news
2023-03-24 10:08:15 , udn , 許多人會開車但不一定會停車，有網友日前看到一處民宅前的騎樓下停了一輛汽車，但神奇的是車子雖然緊貼在房子前，但車尾還有一根梁柱卡死，讓這名網友看了很好奇到底車主是怎麼開進去的？照片PO網後引來不少人討論，還有老司機猜測車主停車的方法。 , https://udn.com/news/story/120912/7053026?from=udn-ch1_breaknews-1-0-news
