2023-03-22 00:05:37 , udn , 「海水煉金」5年前台中沒成 今年將在大陸成真？ , https://udn.com/news/story/7331/7047525?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:05:58 , udn , 路中央號誌桿將遷移 基隆瑞芳間濱海自行車道險象環生 , https://udn.com/news/story/7323/7047798?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:06:08 , udn , 基隆市北寧路369巷口，基隆與瑞芳交界處，拆除舊有建物並設置濱海自行車道，但原巷口的號誌桿沒有一併移除，導致號誌桿變成在... , https://udn.com/news/story/7323/7047798?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:06:29 , udn , 誰快？雲梯車PK消防梯 苗栗縣消防局測試破除迷思 , https://udn.com/news/story/7320/7047797?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:06:39 , udn , 火場搶救3樓受困的民眾，造價3000萬雲梯車、還是6萬元的消防梯比較快，苗栗縣政府消防局驗證，結果雲梯車8分24秒接觸待... , https://udn.com/news/story/7320/7047797?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:06:59 , udn , 遏止幫派氣焰！嘉縣警局3月狂掃黑偵破刑案87件逮99人 , https://udn.com/news/story/7315/7047796?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:07:10 , udn , 壓制幫派氣焰，嘉義縣警察局3月執行第八波安居緝毒專案、全國同步檢肅非法槍械暨掃蕩幫派涉毒專案行動，及打擊詐欺並推動全民識... , https://udn.com/news/story/7315/7047796?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:07:30 , udn , 蘋果推動印度勞動法改革 以促進供應商產能轉移 , https://udn.com/news/story/6811/7047564?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:07:41 , udn , 集微網消息，蘋果公司正在推動修改印度的勞動法，作為其擴大當地生產努力的一部分，而地方政府正在計劃滿足其要求，因為他們急於從中國搶奪iPhone組裝業務。 , https://udn.com/news/story/6811/7047564?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:08:26 , udn , 最強復仇！女子勾引「殺夫仇人」 成功讓他被逮入獄 , https://udn.com/news/story/6810/7047277?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:08:36 , udn , 這是電影情節嗎？哥倫比亞一名女子為了報復「殺夫仇人」，花了多年時間計劃復仇，最後成功引誘對方交往並將對方繩之以法。 , https://udn.com/news/story/6810/7047277?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:10:03 , udn , 王建煊／王老先生講故事之267：家有籠子雞？ , https://udn.com/news/story/7340/7047787?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:11:27 , udn , 大陸經濟再成全球焦點 如何將儲蓄轉作消費成難題 , https://udn.com/news/story/7333/7047804?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:11:38 , udn , 中國經濟再成全球焦點！國際貨幣基金組織（IMF）2月初調高今年全球經濟增長預估至2.9%，主因中國經濟年度增長預估值一口氣調高0.8個百分點... , https://udn.com/news/story/7333/7047804?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:11:58 , udn , 睽違2年屏東「藝起派對」寫生嘉年華 邀您在春天相繪 , https://udn.com/news/story/7327/7047800?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:12:09 , udn , 睽違兩年，捕捉屏東美景、春天裡最歡樂的藝術派對回來了，應眾多畫友期待，屏東縣政府將在4月2日舉辦「繪屏東寫生嘉年華」，擴... , https://udn.com/news/story/7327/7047800?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:14:37 , udn , 百年嘉義公園環境改善工程再現小西湖風華 下月重啟開放 , https://udn.com/news/story/7326/7047806?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:14:48 , udn , 百年嘉義公園是嘉義市知名觀光景點，也是嘉義出身的台灣美術巨擘陳澄波，生前經常休閒作畫地點，深具豐富文史底蘊，因年代久遠，... , https://udn.com/news/story/7326/7047806?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:15:08 , udn , 疫後動起來！長輩不必宅在家 高雄衛生局：讓運動成日常 , https://udn.com/news/story/7266/7047805?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:15:18 , udn , 揮別疫情陰霾，許多防疫期間停下來的活動紛紛恢復，銀髮長輩走到戶外、接觸人群機會增加，高雄市衛生局提醒長輩等高風險脆弱族群... , https://udn.com/news/story/7266/7047805?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:17:37 , udn , 影／淡水男子疑因失戀舉槍 子彈貫穿太陽穴陳屍家中 , https://udn.com/news/story/7315/7047807?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:17:48 , udn , 新北市淡海新市鎮昨晚有1名男子疑因失戀舉槍自盡，朋友發現後報案，警方趕抵發現死者倒臥客廳沙發，槍傷由右太陽穴進入、左耳上... , https://udn.com/news/story/7315/7047807?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:21:09 , udn , 經典賽Live／四局下日本岡本和真一發陽春砲 3：1領先美國 , https://udn.com/news/story/10785/7046959?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:26:48 , udn , 菸害防制法今上路部分子法給緩衝期 國健署：期間業者可以販售 , https://udn.com/news/story/7266/7047815?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:26:58 , udn , 「菸害防制法」修法行政院今將公告並於同日施行，衛福部國健署相關子法12條中，有10條也將公告，除了禁止電子煙以外，較大變... , https://udn.com/news/story/7266/7047815?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:27:18 , udn , 六千聰明領／普發現金全攻略 哪種更快撥款？哪種代領方便？ , https://udn.com/news/story/7238/7046677?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:27:29 , udn , 普發現金6000元今天（22日）上午8點開始開放民眾登記，前5日將以身分證（或居留證尾數）分流。另外，若有需要替子女或親屬他人代領的則有「登記入帳」、「ATM領現」、「郵局領現」三種方式。其中... , https://udn.com/news/story/7238/7046677?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:27:49 , udn , 主人街上碰到自家貓熱情呼喚！虎斑喵「把她當空氣」快步走過：我認識你嗎？ , https://udn.com/news/story/7470/7037520?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:28:00 , udn , 貓咪在外面是很有個性的！一名飼主在外遇見自家虎斑貓，親切地大呼其名，但貓咪完全不理，甚至還加快腳步離去，全然不給主人面子。 , https://udn.com/news/story/7470/7037520?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:28:20 , udn , 紐時賞析／俄烏戰爭歷時一年 直升機仍在烏克蘭天空戰鬥轟鳴 , https://udn.com/news/story/6904/7039551?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:28:30 , udn , On a field, three Soviet-era helicopters were being readied ... , https://udn.com/news/story/6904/7039551?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:38:59 , udn , 人妻婚後長落腮鬍！丈夫嚇到離婚 結局勵志超感動 , https://udn.com/news/story/6810/7047822?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:39:09 , udn , 「落腮鬍」給人粗獷、男人味的印象，不少男性「遺憾長不出來」，但這樣的鬍子卻長在了印度一名人妻臉上。由於患有「多毛症」（Hirsutism），該人妻於婚後開始長出鬍子，手腳的體毛也變得濃密。她的丈夫無法接受這麼「男子氣概」的妻子，竟與她離婚。人妻一度陷入人生低谷，所幸她調整好心態，擁抱並接納「與眾不同」的自己，又拍影片分享經歷，感動了不少網友。 , https://udn.com/news/story/6810/7047822?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:39:30 , udn , 嘉義市大火波及平安燈籠卻完好  店家：城隍爺顯靈庇佑 , https://udn.com/news/story/7326/7047831?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:39:40 , udn , 日前嘉義市吳鳳北路發生火警，連棟商店土魠魚羹店、甜品店、來來果汁店、花草店均被波及，所幸無人受困受傷。事後果汁店謝姓店主... , https://udn.com/news/story/7326/7047831?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:40:01 , udn , 錯過再等40年 「月掩金星」逾百年再現 24日全台肉眼可見 , https://udn.com/news/story/7266/7047830?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:40:11 , udn , 台灣24日（後天）晚間7點52分前後，將出現一場在地逾百年未曾發生於傍晚後的「月掩金星」奇景，明亮金星會於短短十多秒內瞬... , https://udn.com/news/story/7266/7047830?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:40:32 , udn , 東勢治安小學堂開課 警教旅宿業掌握可疑當報馬仔 , https://udn.com/news/story/7315/7047826?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:40:42 , udn , 近期私行拘禁案件受社會廣泛關注，在旅館內開毒趴、作為據點交易毒品更是社會大眾關心的治安議題，昨東勢分局邀集轄區旅宿業者參... , https://udn.com/news/story/7315/7047826?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:41:03 , udn , 影／壓制囚犯致窒息死畫面曝！美7名警察、3名醫院人員遭起訴 , https://udn.com/news/story/6811/7047828?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:41:13 , udn , 美國28歲非裔男子歐提諾（Irvo Otieno）本月6日在從監獄被轉移至精神病院的過程中身亡，最新曝光的監視器影片顯示... , https://udn.com/news/story/6811/7047828?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:41:57 , udn , 高雄引水人酒後上工出包 王國材：即起要求領航前酒測 , https://udn.com/news/story/7266/7047839?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:42:08 , udn , 重達7萬多公噸的賽普勒斯籍貨櫃船20日駛入高雄港時直接撞上碼頭，岸壁牆面當場裂開變形，船上徐姓引水人酒測值為0.19毫克... , https://udn.com/news/story/7266/7047839?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:42:28 , udn , 台灣首條鐵路在基隆 連勝文感慨：沒想到現在蓋基捷這困難 , https://udn.com/news/story/6656/7047836?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:42:38 , udn , 跨境創新創業交流協會榮譽顧問連勝文董事長，針對基隆捷運分攤額爭議，指台灣第一條鐵路就是從基隆蓋出來的，「沒想到現在蓋基隆... , https://udn.com/news/story/6656/7047836?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:42:59 , udn , 烏俄開戰一年多 紐時：中國持續供應俄國價值逾1200萬美元無人機 , https://udn.com/news/story/6811/7047832?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:43:09 , udn , 紐約時報報導，自俄羅斯去年2月底入侵烏克蘭以來，中國已向俄羅斯運送價值超過1200萬美元的無人機，表明中俄兩國一直在暗中... , https://udn.com/news/story/6811/7047832?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:44:58 , udn , 新台幣開盤升2.3分   為30.54元 , https://udn.com/news/story/7239/7047834?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:45:09 , udn , 台北外匯市場新台幣兌美元匯率今天以30.54元開盤，升2.3分 , https://udn.com/news/story/7239/7047834?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:45:29 , udn , 經典賽Live／日本大谷交白卷 五局結束藉隊友兩轟3:1領先美國 , https://udn.com/news/story/10785/7046959?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:46:02 , udn , 台股早盤漲逾150點 台積電開盤上漲7元 , https://udn.com/news/story/7251/7047825?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:46:12 , udn , 台股今(22)日開盤上漲21.72點，開盤指數15,535.17點，早盤漲逾150點，來到15,674.08點；台積電（... , https://udn.com/news/story/7251/7047825?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:48:01 , udn , 嘉義市大火波及平安燈籠卻完好 店家：城隍爺顯靈庇佑 , https://udn.com/news/story/7326/7047831?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:50:58 , udn , 富邦期貨：籌碼面略偏多方 , https://udn.com/news/story/7251/7047842?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:51:08 , udn , 周二(21日)美國前聯準會主席及美國財政部長葉倫表示，Fed正在如預期為銀行系統提供流動性，地區性銀行的存款流出量已經穩... , https://udn.com/news/story/7251/7047842?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:51:59 , udn , 經典賽文字直播／日本大谷交白卷 五局結束藉隊友兩轟3:1領先美國 , https://udn.com/news/story/10785/7046959?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:53:58 , udn , 12星座不能踩的底線！火象是面子、水象「這事」絕對不行 , https://udn.com/news/story/7268/7046100?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:54:09 , udn , 和人相處，如果不想爭吵，一定要知道對方底線在哪。占星YouTuber安德魯的賤聲房分享影片『星座』12星座不可被碰觸的底線！一碰就再見不聯絡。建議參考太陽、月亮星座，如果是針對感情，也請參考金星。 , https://udn.com/news/story/7268/7046100?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:54:29 , udn , 38歲男老師突大小便失禁、只剩眼能轉 他花兩年活成跑全馬的熱血爸爸 , https://udn.com/news/story/121721/7047809?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:54:40 , udn , 兩年前，對李尚澤老師來說，是美好人生潰堤的開始，還沉浸在剛當爸爸的喜悅裡，卻突然一覺醒來就全身不能動、只剩眼球能轉、大小便失禁，老婆、孩子怎麼辦？李尚澤接受全台最大女性健身社群「有肌勵」專訪，分享艱辛復健路，及找回健康生活的方法。 , https://udn.com/news/story/121721/7047809?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:55:00 , udn , 百名學童步行2公里 參訪嘉縣大美消防分隊建立防火觀念 , https://udn.com/news/story/7320/7047854?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:55:11 , udn , 為建立學童防火觀念，嘉義縣消防局大美分隊與大林鎮三和國小聯合舉辦宣導，昨天下午國小一、二年級近百名學生，從學校步行2公里... , https://udn.com/news/story/7320/7047854?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:55:31 , udn , 南市民進黨立委初選拚曝光 郭貞慧影音車吸睛 , https://udn.com/news/story/6656/7047855?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:55:41 , udn , 投入民進黨台南市第一選區立委初選的郭貞慧，近日以1輛大型黑色大型影音宣傳車，車上搭配彩色聲光畫面宣傳影片相當吸睛，也讓「... , https://udn.com/news/story/6656/7047855?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:56:02 , udn , 外公罹癌 他努力通過醫學系首試 雖不及聞喜訊但他仍堅定這條路 , https://udn.com/news/story/6925/7047852?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:56:13 , udn , 「很遺憾...無法和外公分享喜悅！」台東高中繁星推薦共4位學生通過醫學系第一階段，其中，通過國立陽明交通大學醫學系首試的... , https://udn.com/news/story/6925/7047852?from=udn-ch1_breaknews-1-0-news
2023-03-22 09:59:58 , udn , 影╱台灣燈會參觀人次膨風？ 王國材：以北市府數字為主 , https://udn.com/news/story/7266/7047877?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:00:08 , udn , 2023台灣燈會2月底落幕，台北市政府觀傳局公布參觀人次高達1256萬，但根據資訊局大數據中心統計，參觀總人次約800萬... , https://udn.com/news/story/7266/7047877?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:00:29 , udn , 進口雞蛋再擴大！陳吉仲：4、5月各進口3000萬顆雞蛋 , https://udn.com/news/story/122475/7047862?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:00:39 , udn , 國內缺蛋狀況持續嚴峻，農委會靠進口補足，從喊3月底進口500萬顆雞蛋，農委會主委陳吉仲今天再喊，4月份、5月份，每個月會... , https://udn.com/news/story/122475/7047862?from=udn-ch1_breaknews-1-0-news
2023-03-22 10:01:00 , udn , 經典賽／日本奪冠是很重要的事 大谷翔平：想激勵台韓棒球 , https://udn.com/news/story/10785/7047851?from=udn-ch1_breaknews-1-0-news
