2023-04-26 00:05:59 , udn , 新竹縣派出所下月將增至50所 3年內更將擴編警力近3成 , https://udn.com/news/story/7324/7123236?from=udn-ch1_breaknews-1-0-news
2023-04-26 08:46:01 , udn , 富邦證券輔導的國璽幹細胞應用技術股份有限公司（股票代碼：6704）預計於今(26)日登錄興櫃。國璽幹細胞專注於幹細胞新藥... , https://udn.com/news/story/7254/7123521?from=udn-ch1_breaknews-1-0-news
2023-04-26 08:46:21 , udn , 富邦證券獲頒ISO 10002客訴品質管理系統認證 , https://udn.com/news/story/7239/7123520?from=udn-ch1_breaknews-1-0-news
2023-04-26 08:46:32 , udn , 富邦證券於去(2022)年底導入ISO 10002客訴品質管理系統，希望藉由ISO國際標準的指引，全面提升客訴案件處理程... , https://udn.com/news/story/7239/7123520?from=udn-ch1_breaknews-1-0-news
2023-04-26 08:48:24 , udn , 港湖之爭！游淑慧自稱11顆星難度任務 看高嘉瑜卡歹命 , https://udn.com/news/story/123475/7123517?from=udn-ch1_breaknews-1-0-news
2023-04-26 08:51:08 , udn , 誰是行走的發電機？第一名「這星座」常電錯人 , https://udn.com/news/story/7268/7120387?from=udn-ch1_breaknews-1-0-news
2023-04-26 08:51:19 , udn , 有些人總是喜歡到處放電，就是無法停止散發魅力。命理網站旺好運分享『這些星座竟然會慣性放電』，快來看看那些星座是行動的發電機？ , https://udn.com/news/story/7268/7120387?from=udn-ch1_breaknews-1-0-news
2023-04-26 08:54:16 , udn , 是鬧脾氣？還是鐵了心要切？看穿12星座「假分手」vs. 「真分手」 , https://udn.com/news/story/7268/7111301?from=udn-ch1_breaknews-1-0-news
2023-04-26 08:57:17 , udn , 蘇丹實驗室遭占領！WHO警告：恐爆發「生化危機」 , https://udn.com/news/story/6809/7123533?from=udn-ch1_breaknews-1-0-news
2023-04-26 08:57:28 , udn , 世界衛生組織（WHO）25日警告，旗下一間位在蘇丹首都喀土穆（Khartoum）的生物實驗室，遭到蘇丹內戰的交戰方佔領，... , https://udn.com/news/story/6809/7123533?from=udn-ch1_breaknews-1-0-news
2023-04-26 08:57:48 , udn , 4位重量級學者聯名：請衛福部為民眾福祉把關再生醫療 , https://udn.com/news/story/6656/7123531?from=udn-ch1_breaknews-1-0-news
2023-04-26 08:57:59 , udn , 再生醫療雙法力拼本會期過關，但多位專家對條文內容表達疑慮，認為無法對患者權益提供完整保障。中研院院士陳培哲、台灣藥物基因... , https://udn.com/news/story/6656/7123531?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:00:18 , udn , 紐時賞析／ 2020年假訊息防衛戰 美國取得一定程度的成功 , https://udn.com/news/story/6904/7115335?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:00:28 , udn , Not long after misinformation plagued the 2016 election, jou... , https://udn.com/news/story/6904/7115335?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:06:18 , udn , 4/26【早晨財經速解讀】美債殖利率破年線 降息預期續增 台股重挫250點 新一波下殺開始? , https://udn.com/news/story/7251/7123542?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:06:29 , udn , 美國股市創下一個多月來最大跌幅，第一共和銀行（First Republic Bank）令人失望的財報和可能被迫再出售資產，再度引發投資人對銀行業危機尚未結束的疑慮。 , https://udn.com/news/story/7251/7123542?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:06:49 , udn , 美國第一共和銀行存款銳減 單日市值蒸發近半 , https://udn.com/news/story/6811/7123487?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:07:00 , udn , 美國第一共和銀行最新財報顯示客戶存款大失血，今天股價狂瀉近50%，反映3月多家中型銀行倒閉引發市場恐慌後，投資人對這家財... , https://udn.com/news/story/6811/7123487?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:07:20 , udn , 獨家調查／霾葬大林蒲：16種致癌物圍城 694億遷村抹不去的罪 , https://udn.com/news/story/7314/7123543?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:07:31 , udn , window.location.href="https://bit.ly/3KQb7I9"; , https://udn.com/news/story/7314/7123543?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:07:52 , udn , 圖表看時事／指揮中心5月起降級解編 疫情時代關鍵數字總整理 , https://udn.com/news/story/6904/7123532?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:08:02 , udn , 行政院長陳建仁昨天宣布，疫情指揮中心將於五月一日解編，結束一一九七天任務。指揮官王必勝表示，五一起「嚴重特殊傳染性肺炎」調整為第四類傳染病，指揮中心同日解編，由衛福部成立新冠肺炎防疫聯繫會報及專家諮詢小組，快篩實名制退場，清冠一號、抗病毒藥物及新冠疫苗仍維持公費，但施打疫苗，民眾需自付掛號費。 , https://udn.com/news/story/6904/7123532?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:08:23 , udn , 費半指數跌逾百點 法人：台股籌碼面偏弱 , https://udn.com/news/story/7251/7123526?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:08:33 , udn , 由於美國企業財報好壞參半、美國地區性銀行第一共和銀行傳出存款銳減，美股開低收低，費城半導體指數大跌逾百點。法人表示，台股... , https://udn.com/news/story/7251/7123526?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:15:20 , udn , 大林蒲遷村卡關／拿不到空汙補償費 居民憂負債搬家 , https://udn.com/news/story/7314/7123545?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:15:30 , udn , 「家裡地板都龜裂，如果修理下去卻要遷村，不是浪費錢嗎？」75歲的林黃素珍帶記者走進住家，抱怨遷村延宕造成生活不便，這是高雄大林蒲人共同心聲。 , https://udn.com/news/story/7314/7123545?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:17:03 , udn , 那夜，高雄大林煉油廠發出轟然巨響，爆炸火光照亮庄頭，照得比白天還亮，將大林蒲人從睡夢驚醒。 , https://udn.com/news/story/7314/7123543?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:18:17 , udn , 巴西總統盼南方共市與歐盟協議完成談判 呼籲結束俄烏戰爭 , https://udn.com/news/story/6809/7123514?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:18:28 , udn , 巴西總統魯拉今天在西班牙首都馬德里表示，希望今年內可以完成歐洲聯盟與南方共同市場之間協議的談判，並呼籲各國致力結束俄羅斯... , https://udn.com/news/story/6809/7123514?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:21:20 , udn , 新仇舊恨爆發／中油台電擴廠 引爆抗爭怒火 , https://udn.com/news/story/7314/7123552?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:21:30 , udn , 「政府鴨霸！七接滾蛋！」高雄大林蒲遷村延宕多時，中油卻將增建「洲際液化天然氣接收站」（七接）及瀝青工廠，近兩年引發居民激烈抗爭，痛批中油未改善汙染與工安還要擴廠。台電大林廠則將新建兩部燃氣發電機組，在地環團批評，工業區汙染已超過環境負荷，新增機組將「南電北送」增加汙染，犧牲居民健康。 , https://udn.com/news/story/7314/7123552?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:27:17 , udn , 市長千金考試成績倒數卻當上模範生 畢業生致詞時她來頂替她 , https://udn.com/news/story/121484/7121732?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:27:28 , udn , 這時校長走來，在我身邊落座，悠悠地在我耳邊開口：「陳同學，今天預演妳先上去練習。但如果畢業典禮當天，市長有來，就請妳坐在這個位置上，不要上臺，我們會讓市長女兒代表畢業生致詞。」 , https://udn.com/news/story/121484/7121732?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:27:49 , udn , 會累的愛都不是真愛？是什麼讓你努力半天還原地踏步？ , https://udn.com/news/story/121484/7107642?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:27:59 , udn , 處理過許多段感情問題，大部分的情感焦慮不外乎，為什麼這麼努力還是覺得對方不愛我？為什麼對方總是不理解我？為什麼我們這麼容易吵架？
情感這回事，就是同在一艘船上的兩人，一起划船往你們共同期待的方向去，而當中你總會遇到各種可能的生活波折與驚濤駭浪，你們要共同穩住船身，即使在偏離軌道時依舊能拉回原航線，當中總會遇到各種傷痛與破壞，像是船破了洞或槳斷掉，你們要共同協力解決，或共同做出決定，是否要尋覓新船放棄舊船。 , https://udn.com/news/story/121484/7107642?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:28:20 , udn , 影／新北醉漢嫌計程車資貴了15元 徒手將司機打到住院 , https://udn.com/news/story/7320/7123568?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:28:30 , udn , 新北市1名57歲翁姓男子今天凌晨4時許酒後搭乘計程車，到三重區重新路四段下車，嫌200元車資太貴，徒手追打68歲司機，導... , https://udn.com/news/story/7320/7123568?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:28:51 , udn , 「檢仔」保證都沒用？詐騙車手三度登門警埋伏逮捕 , https://udn.com/news/story/7320/7123569?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:29:01 , udn , 台南市永康區陳姓阿伯遭詐不察，2次交付65萬元給車手，仍未取得「檢察官」信任，才驚覺受騙報警，車手昨第三度取款，警方一擁... , https://udn.com/news/story/7320/7123569?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:29:22 , udn , 高雄男女酒後同車開到派出所前睡著 警拍窗喊醒直呼太離譜 , https://udn.com/news/story/7320/7123566?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:29:32 , udn , 蔡姓女子昨天開車載男友，在派出所對面停紅燈後，等綠燈亮起也沒再起步，高雄市警新興分局五福二路派出所值班台警員覺得奇怪，上... , https://udn.com/news/story/7320/7123566?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:29:53 , udn , 恩德50周年 董座廖文嘉自嘲公司創立他還沒出生 , https://udn.com/news/story/7240/7123556?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:30:03 , udn , 老牌工具機大廠恩德集團25日歡度50周年酒會，請來高齡已75歲的創辦人謝子仁出席，恩德董事長廖文嘉10年前投資恩德取得超... , https://udn.com/news/story/7240/7123556?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:30:22 , udn , 遷村難解陰霾／新工業區進駐 台灣恐有下一個大林蒲 , https://udn.com/news/story/7314/7123576?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:30:32 , udn , 高雄大林蒲遷村後，原地將建「新材料循環產業園區」（簡稱新材料園區）引進塑橡膠原料、肥料、化學原材料等製造業，令居民批評遷村無法解決汙染，「吹西南風，我們下風處還是汙染」。環團提醒，環境乘載有限度，高雄應加速高汙染產業轉型，若不好好治理環境，到處都會有人想遷離家園。 , https://udn.com/news/story/7314/7123576?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:30:53 , udn , MLB／鉤骨骨折休4到6周 張育成：不幸的事發生了… , https://udn.com/news/story/6999/7123580?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:31:03 , udn , 美國職棒台灣好手張育成昨天傷退景象令人憂心，如今檢查結果出爐確認為左手鉤骨骨折，預計後天開刀，要休息4到6周，張育成說：... , https://udn.com/news/story/6999/7123580?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:31:24 , udn , 影／國道驚魂…鐵鉤從天砸落 女駕駛驚喊：絕命終結站 , https://udn.com/news/story/7320/7123575?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:31:34 , udn , 這個月22日朱姓女子開車行經國道三號北向48.4公里，突然從天掉落一根鐵鉤，正好不偏不倚砸中車前擋風玻璃，嚇的朱女驚喊「... , https://udn.com/news/story/7320/7123575?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:31:55 , udn , 鬼地方作者陳思宏 登全美最大書展舞台分享「台灣的聲音」 , https://udn.com/news/story/6813/7123550?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:32:05 , udn , 全美規模最大的洛杉磯時報書展上週末舉行，旅德台灣作家陳思宏的長篇小說「鬼地方」廣受好評，他參與巡迴講座，成為第一位受邀對... , https://udn.com/news/story/6813/7123550?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:32:26 , udn , 獵地風暴襲村／投資客搶進收購、大林蒲炒地皮翻漲6倍 , https://udn.com/news/story/7314/7123564?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:32:36 , udn , 地方人士透露，近年有投資客及建商看中遷村安置地的土地價值，紛紛搶進高雄大林蒲「獵地」，與急需用錢的居民，簽訂契約收購土地，期望到安置地「一坪換一坪」，再高價賣出土地「賺差價」或興建大樓。當地原本僅一坪3萬行情，近期漲至一坪20萬，形成另類炒地皮亂象。 , https://udn.com/news/story/7314/7123564?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:36:23 , udn , 台鐵今年度改點！EMU3000試辦自由座上路 集中4到9節車廂 , https://udn.com/news/story/7266/7123570?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:36:33 , udn , 台鐵列車今天年度改點，共調整386列次，並首度試辦自由座，由EMU3000每天提供6列次，集中在4到9節車廂，票價為自強... , https://udn.com/news/story/7266/7123570?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:37:25 , udn , Google財報佳音！搜尋廣告Q1重現成長 雲端事業首度獲利 , https://udn.com/news/story/6811/7123578?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:37:36 , udn , Google母公司字母（Alphabet）周二（25日）發布第1季財報，業績優於市場預期，代表了這家搜尋服務霸主挺過經濟... , https://udn.com/news/story/6811/7123578?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:51:17 , udn , 「沒有一個同事知道我有多不快樂」她對正職說不後 6個月收入達標 , https://udn.com/news/story/121484/7115571?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:51:28 , udn , 三十幾歲的潘從事新聞工作已有八年之久。她剛從一個專以娛樂圈人士為讀者、工作壓力極大的雜誌社離職，成為了一個專欄自由作家。我問她，她對她的決定有什麼感想？她答說：「沒有一個同事知道我有多不快樂，因此當我說我想離職的時候，我的老闆大吃一驚。 , https://udn.com/news/story/121484/7115571?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:51:48 , udn , 紐西蘭南極光大爆發！規模達6年來最大 追光族嗨翻 , https://udn.com/news/story/6812/7123605?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:51:59 , udn , 紐西蘭24日晚間上空出現絢爛南極光，連一些通常見不到極光的城市，也都能看到這波「太陽海嘯」。 , https://udn.com/news/story/6812/7123605?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:52:19 , udn , 中捷綠線通車2周年 軌道經濟發威 這1站房價漲最兇！ , https://udn.com/news/story/7241/7123602?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:52:30 , udn , 台中迎來捷運綠線通車兩周年里程碑，台灣房屋根據實價資料統計，今年第一季，沿線各站點房價，與通車前的2021年第一季相比，... , https://udn.com/news/story/7241/7123602?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:52:50 , udn , 「SHANG XIA上下」頂級生活品牌 插旗高雄漢神百貨 , https://udn.com/news/story/7270/7123594?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:53:01 , udn , 知名大陸設計師蔣瓊耳與法國愛馬仕集團攜手創立的生活品牌「SHANG XIA上下」，繼在台北寶麗廣場(BELLAVITA)... , https://udn.com/news/story/7270/7123594?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:53:21 , udn , 台股開15,352點、台積電早盤跌至494元 法人：台股仍有回探前低壓力 , https://udn.com/news/story/7251/7123595?from=udn-ch1_breaknews-1-0-news
2023-04-26 09:53:32 , udn , 台股今(26)日開盤下跌18.7點，開盤指數15,352.03點，早盤跌逾50點；台積電（2330）平盤開出，開盤價49... , https://udn.com/news/story/7251/7123595?from=udn-ch1_breaknews-1-0-news
